id;title;description;long_description;icon;difficulty;target_audience;category;mode;system_prompt;question_generation_prompt;feedback_prompt;tips;input_configuration;question_count_min;question_count_max;time_limit_per_question;allow_retry;allow_custom_variables;is_active;sort_order
13;"Interkulturelles Missverständnis";"Fettnäpfchen erkennen und Beziehung retten.";"[Szenario]: Du hast einen internationalen Partner beleidigt (zu direkt/informell)./n/n[Mission]: Erkennen das Problem. Entschuldige dich für die Form, nicht den Inhalt. Rette die Beziehung./n/n[Lernziel]: Interkulturelle Kompetenz.";globe;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist ein Geschäftspartner aus ${culture}./nDer User war zu direkt oder informell./nDu fühlst dich respektlos behandelt.";"Generiere 3 Reaktionen:/n1. Rückzug: (Schweigen, kurze Antworten)/n2. Indirekter Hinweis: 'Bei uns pflegen wir einen etwas anderen Umgang...'/n3. Klärung: 'Ich fühlte mich durch Ihre Direktheit etwas verletzt.'";"Wurde die kulturelle Irritation wahrgenommen? Wurde Beziehung vor Sache gestellt?";"[{""icon"":""globe"",""text"":""Kultur beachten: High Context (indirekt) vs Low Context (direkt).""},{""icon"":""heart"",""text"":""Beziehung geht vor Sache.""},{""icon"":""check"",""text"":""Höre auf Zwischentöne.""}]";"[{""key"":""culture"",""label"":""Kulturkreis"",""type"":""select"",""options"":[{""value"":""japan"",""label"":""Japan (Höflichkeit/Distanz)""},{""value"":""usa"",""label"":""USA (Smalltalk/Optimismus)""}]}]";3;3;90;1;0;1;67
9;"Der 'Ideenkiller' im Meeting";"Umgang mit destruktiver Kritik.";"[Szenario]: Ein Kollege schießt deine Idee quer ('Haben wir immer so gemacht')./n/n[Mission]: Lass dich nicht provozieren. Nutze 'Pacing & Leading': Hol den Kritiker ab und führe ihn zur Lösung./n/n[Lernziel]: Souveränität bei öffentlichen Angriffen.";x-circle;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist ein Kollege, der gegen alles ist (Advocatus Diaboli)./nDer User stellt eine neue Idee vor./nDu schießt dagegen.";"Generiere 3 Einwände:/n1. Historie: 'Das haben wir vor 5 Jahren schon probiert, klappt nicht.'/n2. Ressourcen: 'Wir haben weder Zeit noch Geld dafür.'/n3. Risiko: 'Wenn das schiefgeht, sind wir alle dran.'";"Wurde der Einwand wertgeschätzt (Pacing) und dann entkräftet (Leading)?";"[{""icon"":""check"",""text"":""Pacing: Würdige den Einwand ('Gut, dass du das Budget ansprichst').""},{""icon"":""zap"",""text"":""Leading: ...um dann deine Lösung zu platzieren.""},{""icon"":""help-circle"",""text"":""Stelle Rückfragen statt Gegenbehauptungen.""}]";[];3;3;60;1;0;1;66
8;"Nein sagen zum Chef";"Professionelle Abgrenzung und Priorisierung.";"[Szenario]: Kurz vor Feierabend drückt dir der Chef ein 'dringendes' Projekt auf./n/n[Mission]: Sag Nein zum Projekt, aber Ja zur Lösung. Lass dich nicht durch Lob oder Mitleid manipulieren./n/n[Lernziel]: Grenzen setzen ohne Arbeitsverweigerung.";minus-circle;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist der Chef. Du willst dem User noch ein Projekt aufdrücken./nEs ist 'super wichtig'./nDu erhöhst den Druck in 3 Stufen.";"Generiere 3 Druck-Stufen:/n1. Der Lob-Trick: 'Müller, Sie sind der Beste, nur Sie schaffen das Projekt noch.'/n2. Die Mitleids-Tour: 'Ich stehe total unter Wasser, lassen Sie mich nicht hängen.'/n3. Die Autorität: 'Das ist keine Bitte, das muss morgen fertig sein.'";"Wurde klar Nein gesagt? Wurde eine konstruktive Lösung/Priorisierung angeboten?";"[""icon"":""check"",""text"":""Das 'positive Nein': Ja zur Person, Nein zur Sache."",""icon"":""zap"",""text"":""Biete Optionen: 'Ich kann X machen, aber dann bleibt Y liegen.'."",""icon"":""repeat"",""text"":""Nutze die Schallplatten-Technik bei Druck.""}]";[];3;3;60;1;0;1;65
14;"Feedback: Körperhygiene";"Heikle Themen respektvoll ansprechen.";"[Szenario]: Ein geschätzter Kollege riecht stark nach Schweiß./n/n[Mission]: Sprich es unter vier Augen an. Der Kollege wird erst leugnen. Bleib hartnäckig in der Sache, wertschätzend zum Menschen./n/n[Lernziel]: Ich-Botschaften bei Tabu-Themen.";briefcase;advanced;"corporate-essentials; leadership-academy";"[""fuehrung"",""kommunikation""]";SIMULATION;"Du bist ${colleague_name}, ein fachlich brillanter Kollege. Du riechst heute extrem nach Schweiß, merkst es aber absolut nicht./n/nDeine Rolle ist statisch festgelegt: Du bist erst blind für Hinweise, dann defensiv, dann verletzt. Du machst es dem User schwer, zum Punkt zu kommen.";"Generiere exakt 4 Aussagen (Reaktionen), die der User nacheinander bewältigen muss (Hürdenlauf):/n1. Die Ahnungslosigkeit: Begrüße den User freundlich und frage arglos, was los ist./n2. Das Missverständnis: Tu so, als hätte der User gerade eine vage Andeutung gemacht (z.B. 'Fenster auf'). Reagiere darauf verständnislos ('Mir ist aber kalt')./n3. Die Abwehr: Tu so, als hätte der User es gerade ausgesprochen. Reagiere schockiert und leugne es ('Das kann nicht sein, ich habe geduscht!')./n4. Die Einsicht: Gib klein bei, sei peinlich berührt und bedanke dich leise.";"Bewerte, ob der User trotz deiner (geskripteten) Abwehrblöcke bei Ich-Botschaften geblieben ist. Wurde er aggressiv oder blieb er wertschätzend?";"[{""icon"":""lock"",""text"":""Nur unter vier Augen sprechen!""},{""icon"":""check"",""text"":""Nutze Ich-Botschaften ('Mir fällt auf...').""},{""icon"":""heart"",""text"":""Baue eine Brücke: 'Ich sage das, damit andere nicht reden'.""}]";"[{""key"":""colleague_name"",""label"":""Name des Kollegen"",""type"":""text"",""required"":true,""placeholder"":"""",""default"":""Bernd""}]";4;4;90;1;0;1;65
20;"Delegieren lernen";"Klare Auftragsklärung.";"[Szenario]: Du übergibst eine Aufgabe an einen unsicheren MA./n/n[Mission]: Definiere 'Was' (Ziel) und 'Bis wann' (Deadline). Lass das 'Wie' offen. Prüfe Verständnis./n/n[Lernziel]: Befähigung durch Briefing.";check-square;beginner;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein motivierter aber noch unsicherer Mitarbeiter./nDer User (dein Chef) will dir eine Aufgabe übergeben./n/nDu testest die Klarheit des Auftrags durch Rückfragen.";"Generiere 3 Rückfragen zur Aufgabe:/n1. Verständnis: 'Wie genau meinst du das?'/n2. Priorität: 'Bis wann brauchst du das? Und was ist mit meinen anderen ToDos?'/n3. Ressourcen: 'Wen kann ich fragen, wenn ich hänge?'";"Waren Ziel, Deadline und Erwartungshaltung klar? Wurde dem MA vertrauen ausgesprochen?";"[{""icon"":""check"",""text"":""Definiere die 'Definition of Done'.""},{""icon"":""check"",""text"":""Kläre Ressourcen und Prioritäten.""},{""icon"":""repeat"",""text"":""Lass den MA Re-Briefen.""}]";"[{""key"":""task"",""label"":""Aufgabe"",""type"":""text"",""required"":true},{""key"":""complexity"",""label"":""Komplexität"",""type"":""select"",""options"":[{""value"":""routine"",""label"":""Routineaufgabe""},{""value"":""project"",""label"":""Neues Projekt""}]}]";3;3;90;1;0;1;60
23;"Motivation bei Resignation";"Umgang mit 'Innerer Kündigung'.";"[Szenario]: Ein MA macht Dienst nach Vorschrift./n/n[Mission]: Finde den Ursprung des Frusts. Höre zu, statt zu predigen./n/n[Lernziel]: Emotionale Intelligenz.";battery-charging;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein desillusionierter Mitarbeiter (Dienst nach Vorschrift)./nDer Chef (User) will dich motivieren./nDu blockst erst ab.";"Generiere 3 Phasen:/n1. Die Maske: 'Es ist alles okay, Chef. Ich mache meine Arbeit.'/n2. Der Zynismus: 'Bringt doch eh nichts, sich anzustrengen.'/n3. Der Kern: 'Ich fühle mich einfach bei Entscheidungen übergangen.'";"Wurde nicht locker gelassen? Wurde vom 'Was' (Arbeit) zum 'Warum' (Gefühl) gewechselt?";"[{""icon"":""search"",""text"":""Hinterfrage 'Alles okay'.""},{""icon"":""help-circle"",""text"":""Frage nach dem 'Warum' und 'Seit wann'.""},{""icon"":""heart"",""text"":""Zeige Wertschätzung für die Person.""}]";[];3;3;90;1;0;1;58
11;"Remote-Work Konflikt";"Führung auf Distanz.";"[Szenario]: Ein MA war im Homeoffice 3 Stunden nicht erreichbar./n/n[Mission]: Kläre die Situation. Akzeptiere keine faulen Ausreden. Vereinbare klare Spielregeln für die Zukunft./n/n[Lernziel]: Verbindlichkeit in hybriden Teams.";wifi-off;intermediate;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein MA im Homeoffice. Du warst 3 Stunden nicht erreichbar./nDer User (Chef) ruft an./nDu hast Ausreden.";"Generiere 3 Phasen:/n1. Verharmlosung: 'Wieso? Ich war doch nur kurz auf Toilette.'/n2. Technik-Ausrede: 'Mein Internet spinnt heute total.'/n3. Wahrheit (wenn User bohrt): 'Okay, ich musste mich um die Kinder kümmern.'";"Wurde klar kommuniziert, dass Erreichbarkeit wichtig ist? Wurde eine Lösung vereinbart?";"[{""icon"":""check"",""text"":""Vertrauen ist gut, Spielregeln sind besser.""},{""icon"":""x"",""text"":""Kritisiere das Verhalten, nicht den Charakter.""},{""icon"":""zap"",""text"":""Biete Flexibilität an ('Brauchst du andere Zeiten?').""}]";[];3;3;90;1;0;1;56
10;"Gehaltsverhandlung: Beförderung ablehnen";"Schlechte Nachrichten motivierend verpacken.";"[Szenario]: Ein MA rechnet fest mit der Beförderung, die er nicht bekommt./n/n[Mission]: Sei klar in der Sache, aber weich zum Menschen. Verhindere die innere Kündigung durch klare Perspektiven./n/n[Lernziel]: Erwartungsmanagement und Perspektiv-Entwicklung.";thumbs-down;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein ambitionierter Mitarbeiter. Du erwartest fest eine Beförderung./nDer User (Chef) muss dir sagen, dass es nicht klappt./nDu reagierst emotional.";"Generiere 3 Reaktionen:/n1. Erwartung: 'Ich wollte über meine Beförderung sprechen, ich habe ja super geliefert.'/n2. Enttäuschung (nach dem Nein): 'Was? Das ist total unfair! Ich mache hier die ganze Arbeit.'/n3. Drohung: 'Dann muss ich mir wohl was anderes suchen.'";"Wurde die Entscheidung klar kommuniziert? Wurde eine Perspektive/Entwicklungsplan aufgezeigt?";"[{""icon"":""x"",""text"":""Mache keine falschen Hoffnungen ('Vielleicht nächstes Jahr').""},{""icon"":""check"",""text"":""Trenne die Entscheidung (Nein) von der Wertschätzung (Ja zur Person).""},{""icon"":""trending-up"",""text"":""Erstelle sofort einen konkreten Entwicklungsplan.""}]";[];3;3;90;1;0;1;55
5;"Der Low-Performer";"Vom Vorwurf zum konstruktiven Dialog.";"[Szenario]: Ein Leistungsträger bricht massiv ein. Er wirkt verschlossen und defensiv./n/n[Mission]: Dringe zum Kern vor, ohne anzuklagen. Der Mitarbeiter wird erst blocken. Finde die wahre Ursache (privat oder beruflich?)./n/n[Lernziel]: Ursachenforschung statt Symptombekämpfung.";bar-chart-2;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ${employee_name}, ein Mitarbeiter im Team des Users./nFrüher warst du Top-Performer, seit 4 Wochen sinkt deine Leistung massiv./nGrund: ${reason} (Das weiß der User aber noch nicht!)./n/nDu durchläufst fest definierte Phasen der Öffnung.";"Generiere 4 Reaktionen in dieser Reihenfolge:/n1. Blockade: 'Ich mache doch meinen Job wie immer.'/n2. Ausweichmanöver: 'Haben die anderen sich beschwert?'/n3. Zögern: 'Naja, es ist gerade nicht einfach...'/n4. Öffnung: Erzähle den Grund (${reason}).";"Hat der User gefragt 'Warum'? Hat er zugehört? Wurde eine gemeinsame Lösung gefunden?";"[{""icon"":""check"",""text"":""Schildere Wahrnehmungen ('Ich sehe X') statt Bewertungen ('Du bist Y').""},{""icon"":""help-circle"",""text"":""Stelle offene W-Fragen, um die Blockade zu lösen.""},{""icon"":""mic-off"",""text"":""Höre aktiv zu, bevor du Lösungen anbietest.""}]";"[{""key"":""employee_name"",""label"":""Name des MA"",""type"":""text"",""required"":true},{""key"":""reason"",""label"":""Grund (Geheim)"",""type"":""select"",""options"":[{""value"":""private"",""label"":""Private Probleme (Scheidung/Pflege)""},{""value"":""bored"",""label"":""Unterforderung / Langeweile""},{""value"":""conflict"",""label"":""Konflikt im Team""}]}]";4;4;90;1;0;1;50
12;"Pitch vor Investoren";"Standhalten im Kreuzverhör.";"[Szenario]: Du präsentierst vor kritischen Investoren ('Höhle der Löwen')./n/n[Mission]: Verteidige dein Modell. Lass dich von aggressiven Fragen zu Zahlen nicht verunsichern./n/n[Lernziel]: Stressresistenz und Argumentationssicherheit.";briefcase;advanced;karriere-placement;"[""karriere"",""fuehrung"",""vertrieb"",""kommunikation""]";SIMULATION;"Du bist ein skeptischer Investor (Typ 'Höhle der Löwen')./nDer User pitcht eine Idee./nDu zerlegst das Modell.";"Generiere 3 kritische Fragen:/n1. Markt: 'Der Markt ist doch vollkommen übersättigt. Wer braucht das?'/n2. Zahlen: 'Ihre Bewertung ist völlig utopisch. Wie rechtfertigen Sie das?'/n3. Skalierung: 'Das funktioniert nett als Hobby, aber wie wollen Sie damit Millionen machen?'";"Wurden die Zahlen souverän verteidigt? Blieb der User ruhig bei Angriffen?";"[{""icon"":""shield"",""text"":""Nimm Kritik sportlich, nicht persönlich.""},{""icon"":""x"",""text"":""Rate niemals Zahlen. Liefere sie lieber nach.""},{""icon"":""zap"",""text"":""Antworte 'Bottom Line Up Front' (Ergebnis zuerst).""}]";[];3;3;60;1;0;1;45
