id;title;description;long_description;icon;difficulty;target_audience;category;mode;system_prompt;question_generation_prompt;feedback_prompt;tips;input_configuration;question_count_min;question_count_max;time_limit_per_question;allow_retry;allow_custom_variables;is_active;sort_order
11;"Der Low-Performer";"Vom Vorwurf zum konstruktiven Dialog.";"**Dein Szenario:**\nEin ehemaliger Leistungsträger bricht massiv ein. Er wirkt verschlossen und defensiv. Was ist los?\n\n**Deine Mission:**\nDringe zum Kern vor, ohne anzuklagen. Der Mitarbeiter wird erst blocken. Finde die wahre Ursache (privat oder beruflich?).\n\n**Dein Lernziel:**\nUrsachenforschung statt Symptombekämpfung.";bar-chart-2;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ${employee_name}, ein Mitarbeiter im Team des Users.\nFrüher warst du Top-Performer, seit 4 Wochen sinkt deine Leistung massiv.\nGrund: ${reason} (Das weiß der User aber noch nicht!).\n\nDu durchläufst fest definierte Phasen der Öffnung.";"Generiere 4 Reaktionen in dieser Reihenfolge:\n1. Blockade: 'Ich mache doch meinen Job wie immer.'\n2. Ausweichmanöver: 'Haben die anderen sich beschwert?'\n3. Zögern: 'Naja, es ist gerade nicht einfach...'\n4. Öffnung: Erzähle den Grund (${reason}).";"Hat der User gefragt 'Warum'? Hat er zugehört? Wurde eine gemeinsame Lösung gefunden?";"[{""icon"":""check"",""text"":""Schildere Wahrnehmungen ('Ich sehe X') statt Bewertungen ('Du bist Y').""},{""icon"":""help-circle"",""text"":""Stelle offene W-Fragen, um die Blockade zu lösen.""},{""icon"":""mic-off"",""text"":""Höre aktiv zu, bevor du Lösungen anbietest.""}]";"[{""key"":""employee_name"",""label"":""Name des MA"",""type"":""text"",""required"":true},{""key"":""reason"",""label"":""Grund (Geheim)"",""type"":""select"",""options"":[{""value"":""private"",""label"":""Private Probleme (Scheidung/Pflege)""},{""value"":""bored"",""label"":""Unterforderung / Langeweile""},{""value"":""conflict"",""label"":""Konflikt im Team""}]}]";4;4;90;1;0;1;65
12;"Beförderung ablehnen";"Schlechte Nachrichten motivierend verpacken.";"**Dein Szenario:**\nEin Mitarbeiter rechnet fest mit der Beförderung – die er nicht bekommt. Die Enttäuschung wird groß sein.\n\n**Deine Mission:**\nSei klar in der Sache, aber weich zum Menschen. Verhindere die innere Kündigung durch klare Perspektiven.\n\n**Dein Lernziel:**\nErwartungsmanagement und Perspektiv-Entwicklung.";thumbs-down;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein ambitionierter Mitarbeiter. Du erwartest fest eine Beförderung.\nDer User (Chef) muss dir sagen, dass es nicht klappt.\nDu reagierst emotional.";"Generiere 3 Reaktionen:\n1. Erwartung: 'Ich wollte über meine Beförderung sprechen, ich habe ja super geliefert.'\n2. Enttäuschung (nach dem Nein): 'Was? Das ist total unfair! Ich mache hier die ganze Arbeit.'\n3. Drohung: 'Dann muss ich mir wohl was anderes suchen.'";"Wurde die Entscheidung klar kommuniziert? Wurde eine Perspektive/Entwicklungsplan aufgezeigt?";"[{""icon"":""x"",""text"":""Mache keine falschen Hoffnungen ('Vielleicht nächstes Jahr').""},{""icon"":""check"",""text"":""Trenne die Entscheidung (Nein) von der Wertschätzung (Ja zur Person).""},{""icon"":""trending-up"",""text"":""Erstelle sofort einen konkreten Entwicklungsplan.""}]";"[]";3;3;90;1;0;1;70
13;"Remote-Work Konflikt";"Führung auf Distanz.";"**Dein Szenario:**\nEin Mitarbeiter war im Homeoffice 3 Stunden nicht erreichbar. Du rufst an.\n\n**Deine Mission:**\nKläre die Situation sachlich. Akzeptiere keine faulen Ausreden. Vereinbare klare Spielregeln für die Zukunft.\n\n**Dein Lernziel:**\nVerbindlichkeit in hybriden Teams schaffen.";wifi-off;intermediate;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein MA im Homeoffice. Du warst 3 Stunden nicht erreichbar.\nDer User (Chef) ruft an.\nDu hast Ausreden.";"Generiere 3 Phasen:\n1. Verharmlosung: 'Wieso? Ich war doch nur kurz auf Toilette.'\n2. Technik-Ausrede: 'Mein Internet spinnt heute total.'\n3. Wahrheit (wenn User bohrt): 'Okay, ich musste mich um die Kinder kümmern.'";"Wurde klar kommuniziert, dass Erreichbarkeit wichtig ist? Wurde eine Lösung vereinbart?";"[{""icon"":""check"",""text"":""Vertrauen ist gut, Spielregeln sind besser.""},{""icon"":""x"",""text"":""Kritisiere das Verhalten, nicht den Charakter.""},{""icon"":""zap"",""text"":""Biete Flexibilität an ('Brauchst du andere Zeiten?').""}]";"[]";3;3;90;1;0;1;75
14;"Delegieren lernen";"Klare Auftragsklärung.";"**Dein Szenario:**\nDu übergibst eine Aufgabe an einen unsicheren Mitarbeiter. Er braucht klare Orientierung.\n\n**Deine Mission:**\nDefiniere 'Was' (Ziel) und 'Bis wann' (Deadline). Lass das 'Wie' offen. Prüfe das Verständnis.\n\n**Dein Lernziel:**\nBefähigung durch klares Briefing.";check-square;beginner;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein motivierter aber noch unsicherer Mitarbeiter.\nDer User (dein Chef) will dir eine Aufgabe übergeben.\n\nDu testest die Klarheit des Auftrags durch Rückfragen.";"Generiere 3 Rückfragen zur Aufgabe:\n1. Verständnis: 'Wie genau meinst du das?'\n2. Priorität: 'Bis wann brauchst du das? Und was ist mit meinen anderen ToDos?'\n3. Ressourcen: 'Wen kann ich fragen, wenn ich hänge?'";"Waren Ziel, Deadline und Erwartungshaltung klar? Wurde dem MA Vertrauen ausgesprochen?";"[{""icon"":""check"",""text"":""Definiere die 'Definition of Done'.""},{""icon"":""check"",""text"":""Kläre Ressourcen und Prioritäten.""},{""icon"":""repeat"",""text"":""Lass den MA Re-Briefen.""}]";"[{""key"":""task"",""label"":""Aufgabe"",""type"":""text"",""required"":true},{""key"":""complexity"",""label"":""Komplexität"",""type"":""select"",""options"":[{""value"":""routine"",""label"":""Routineaufgabe""},{""value"":""project"",""label"":""Neues Projekt""}]}]";3;3;90;1;0;1;80
15;"Motivation bei Resignation";"Umgang mit 'Innerer Kündigung'.";"**Dein Szenario:**\nEin Mitarbeiter macht nur noch Dienst nach Vorschrift. Die Motivation ist weg.\n\n**Deine Mission:**\nFinde den Ursprung des Frusts. Höre zu, statt zu predigen. Reaktiviere die intrinsische Motivation.\n\n**Dein Lernziel:**\nEmotionale Intelligenz und aktives Zuhören.";battery-charging;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein desillusionierter Mitarbeiter (Dienst nach Vorschrift).\nDer Chef (User) will dich motivieren.\nDu blockst erst ab.";"Generiere 3 Phasen:\n1. Die Maske: 'Es ist alles okay, Chef. Ich mache meine Arbeit.'\n2. Der Zynismus: 'Bringt doch eh nichts, sich anzustrengen.'\n3. Der Kern: 'Ich fühle mich einfach bei Entscheidungen übergangen.'";"Wurde nicht locker gelassen? Wurde vom 'Was' (Arbeit) zum 'Warum' (Gefühl) gewechselt?";"[{""icon"":""search"",""text"":""Hinterfrage 'Alles okay'.""},{""icon"":""help-circle"",""text"":""Frage nach dem 'Warum' und 'Seit wann'.""},{""icon"":""heart"",""text"":""Zeige Wertschätzung für die Person.""}]";"[]";3;3;90;1;0;1;85
16;"Konflikt im Team schlichten";"Mediation und Allparteilichkeit.";"**Dein Szenario:**\nZwei Mitarbeiter streiten heftig. Es geht um einen Sabotage-Vorwurf. Die Emotionen kochen hoch.\n\n**Deine Mission:**\nSchlichte den Streit. Ergreife keine Partei. Finde eine Lösung, die beide akzeptieren.\n\n**Dein Lernziel:**\nKonfliktmoderation und Allparteilichkeit.";users;advanced;leadership-academy;"[""fuehrung""]";SIMULATION;"Du bist ein wütender Mitarbeiter. Dein Kollege hat deine Arbeit gelöscht.\nDu forderst Gerechtigkeit.\nDu beruhigst dich nur, wenn du gehört wirst.";"Generiere 3 Phasen der Mediation:\n1. Die Anklage: 'Chef, der Meier hat meine Dateien gelöscht! Absichtlich!'\n2. Der Zweifel: 'Immer hältst du zu ihm! Hörst du mir überhaupt zu?'\n3. Die Lösungssuche: 'Ich will nur, dass er fragt, bevor er was ändert.'";"Wurden beide Seiten angehört? Wurde deeskaliert?";"[{""icon"":""shield"",""text"":""Bleib allparteilich (neutral).""},{""icon"":""mic-off"",""text"":""Lass Emotionen zu, aber stoppe Beleidigungen.""},{""icon"":""search"",""text"":""Suche das gemeinsame Ziel.""}]";"[]";3;3;90;1;0;1;90
17;"Feedback: Körperhygiene";"Heikle Themen respektvoll ansprechen.";"**Dein Szenario:**\nEin geschätzter Kollege hat ein Hygieneproblem. Andere reden bereits hinter seinem Rücken.\n\n**Deine Mission:**\nSprich es unter vier Augen an. Der Kollege wird erst leugnen. Bleib hartnäckig in der Sache, wertschätzend zum Menschen.\n\n**Dein Lernziel:**\nIch-Botschaften bei Tabu-Themen.";user-x;advanced;"corporate-essentials; leadership-academy";"[""fuehrung"",""kommunikation""]";SIMULATION;"Du bist ${colleague_name}, ein fachlich brillanter Kollege. Du merkst nicht, dass du riechst.\n\nDeine Rolle: Du bist erst blind für Hinweise, dann defensiv, dann verletzt. Du machst es dem User schwer.";"Generiere exakt 4 Aussagen:\n1. Die Ahnungslosigkeit: Begrüße den User freundlich und frage arglos, was los ist.\n2. Das Missverständnis: Tu so, als hätte der User gerade eine vage Andeutung gemacht. Reagiere verständnislos.\n3. Die Abwehr: Reagiere schockiert und leugne es ('Das kann nicht sein, ich habe geduscht!').\n4. Die Einsicht: Gib klein bei, sei peinlich berührt und bedanke dich leise.";"Bewerte, ob der User bei Ich-Botschaften geblieben ist. Wurde er aggressiv oder blieb er wertschätzend?";"[{""icon"":""lock"",""text"":""Nur unter vier Augen sprechen!""},{""icon"":""check"",""text"":""Nutze Ich-Botschaften ('Mir fällt auf...').""},{""icon"":""heart"",""text"":""Baue eine Brücke: 'Ich sage das, damit andere nicht reden'.""}]";"[{""key"":""colleague_name"",""label"":""Name des Kollegen"",""type"":""text"",""required"":true,""placeholder"":"""",""default"":""Bernd""}]";4;4;90;1;0;1;95
18;"Nein sagen zum Chef";"Professionelle Abgrenzung und Priorisierung.";"**Dein Szenario:**\nKurz vor Feierabend drückt dir der Chef ein 'dringendes' Projekt auf. Du bist bereits überlastet.\n\n**Deine Mission:**\nSag Nein zum Projekt, aber Ja zur Lösung. Lass dich nicht durch Lob oder Mitleid manipulieren.\n\n**Dein Lernziel:**\nGrenzen setzen ohne Arbeitsverweigerung.";minus-circle;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist der Chef. Du willst dem User noch ein Projekt aufdrücken.\nEs ist 'super wichtig'.\nDu erhöhst den Druck in 3 Stufen.";"Generiere 3 Druck-Stufen:\n1. Der Lob-Trick: 'Müller, Sie sind der Beste, nur Sie schaffen das Projekt noch.'\n2. Die Mitleids-Tour: 'Ich stehe total unter Wasser, lassen Sie mich nicht hängen.'\n3. Die Autorität: 'Das ist keine Bitte, das muss morgen fertig sein.'";"Wurde klar Nein gesagt? Wurde eine konstruktive Lösung/Priorisierung angeboten?";"[{""icon"":""check"",""text"":""Das 'positive Nein': Ja zur Person, Nein zur Sache.""},{""icon"":""zap"",""text"":""Biete Optionen: 'Ich kann X machen, aber dann bleibt Y liegen'.""},{""icon"":""repeat"",""text"":""Nutze die Schallplatten-Technik bei Druck.""}]";"[]";3;3;60;1;0;1;100
19;"Der 'Ideenkiller' im Meeting";"Umgang mit destruktiver Kritik.";"**Dein Szenario:**\nEin Kollege schießt deine Idee quer ('Haben wir immer so gemacht'). Das ganze Meeting schaut zu.\n\n**Deine Mission:**\nLass dich nicht provozieren. Nutze 'Pacing & Leading': Hol den Kritiker ab und führe ihn zur Lösung.\n\n**Dein Lernziel:**\nSouveränität bei öffentlichen Angriffen.";x-circle;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist ein Kollege, der gegen alles ist (Advocatus Diaboli).\nDer User stellt eine neue Idee vor.\nDu schießt dagegen.";"Generiere 3 Einwände:\n1. Historie: 'Das haben wir vor 5 Jahren schon probiert, klappt nicht.'\n2. Ressourcen: 'Wir haben weder Zeit noch Geld dafür.'\n3. Risiko: 'Wenn das schiefgeht, sind wir alle dran.'";"Wurde der Einwand wertgeschätzt (Pacing) und dann entkräftet (Leading)?";"[{""icon"":""check"",""text"":""Pacing: Würdige den Einwand ('Gut, dass du das Budget ansprichst').""},{""icon"":""zap"",""text"":""Leading: ...um dann deine Lösung zu platzieren.""},{""icon"":""help-circle"",""text"":""Stelle Rückfragen statt Gegenbehauptungen.""}]";"[]";3;3;60;1;0;1;105
20;"Meeting-Moderation (Vielredner)";"Struktur durchsetzen.";"**Dein Szenario:**\nEin Kollege hält endlose Monologe. Das Meeting zieht sich, alle sind genervt.\n\n**Deine Mission:**\nUnterbrich höflich aber bestimmt. Würdige den Punkt, aber leite zur Agenda zurück.\n\n**Dein Lernziel:**\nDurchsetzungsvermögen und Zeitmanagement.";mic-off;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist ein Kollege, der sich gerne selbst reden hört.\nDu schweifst vom Thema ab und lässt niemanden zu Wort kommen.\nDu ignorierst die ersten Unterbrechungsversuche.";"Generiere 3 Phasen:\n1. Der Monolog: (Rede ohne Punkt und Komma über ein unwichtiges Detail)\n2. Das Überhören: (Wenn User unterbricht) 'Warten Sie, ich bin noch nicht fertig, also wie gesagt...'\n3. Das Einlenken: 'Naja gut, wenn die Zeit drängt, kommen wir zum Punkt.'";"Wurde höflich aber bestimmt unterbrochen? Wurde auf die Agenda verwiesen?";"[{""icon"":""check"",""text"":""Unterbreche wertschätzend ('Wichtiger Punkt...').""},{""icon"":""clock"",""text"":""Nutze die Zeit/Agenda als Argument.""},{""icon"":""download"",""text"":""Parke Themen für später.""}]";"[]";3;3;60;1;0;1;110
21;"Interkulturelles Missverständnis";"Fettnäpfchen erkennen und Beziehung retten.";"**Dein Szenario:**\nDu hast einen internationalen Partner beleidigt (zu direkt oder zu informell). Die Stimmung ist eisig.\n\n**Deine Mission:**\nErkenne das Problem. Entschuldige dich für die Form, nicht den Inhalt. Rette die Beziehung.\n\n**Dein Lernziel:**\nInterkulturelle Kompetenz und Sensibilität.";globe;intermediate;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist ein Geschäftspartner aus ${culture}.\nDer User war zu direkt oder informell.\nDu fühlst dich respektlos behandelt.";"Generiere 3 Reaktionen:\n1. Rückzug: (Schweigen, kurze Antworten)\n2. Indirekter Hinweis: 'Bei uns pflegen wir einen etwas anderen Umgang...'\n3. Klärung: 'Ich fühlte mich durch Ihre Direktheit etwas verletzt.'";"Wurde die kulturelle Irritation wahrgenommen? Wurde Beziehung vor Sache gestellt?";"[{""icon"":""globe"",""text"":""Kultur beachten: High Context (indirekt) vs Low Context (direkt).""},{""icon"":""heart"",""text"":""Beziehung geht vor Sache.""},{""icon"":""check"",""text"":""Höre auf Zwischentöne.""}]";"[{""key"":""culture"",""label"":""Kulturkreis"",""type"":""select"",""options"":[{""value"":""japan"",""label"":""Japan (Höflichkeit/Distanz)""},{""value"":""usa"",""label"":""USA (Smalltalk/Optimismus)""}]}]";3;3;90;1;0;1;115
22;"Interdisziplinärer Konflikt";"Silo-Denken überwinden.";"**Dein Szenario:**\nVertrieb vs. Technik. Das klassische Blame Game. Keiner will Schuld sein, keiner will helfen.\n\n**Deine Mission:**\nStoppe die Schuldzuweisungen. Fokussiere auf das gemeinsame Ziel (Kunde).\n\n**Dein Lernziel:**\nKollaboration über Abteilungsgrenzen hinweg.";git-merge;advanced;corporate-essentials;"[""kommunikation""]";SIMULATION;"Du bist der Leiter der Technik-Abteilung.\nDer User ist Sales.\nDu blockierst neue Features.";"Generiere 3 Blockaden:\n1. Not-My-Job: 'Das ist euer Problem, wir sind ausgelastet.'\n2. Blame-Game: 'Ihr verkauft immer Dinge, die es gar nicht gibt.'\n3. Kooperation: 'Okay, wenn ihr uns Budget gebt, schauen wir es uns an.'";"Wurde Verständnis für die Gegenseite gezeigt? Wurde eine gemeinsame Lösung (Win-Win) gesucht?";"[{""icon"":""users"",""text"":""Sprich von 'Uns', nicht 'Ihr'.""},{""icon"":""target"",""text"":""Fokussiere auf den Kunden als Ziel.""},{""icon"":""zap"",""text"":""Biete Ressourcen an.""}]";"[]";3;3;90;1;0;1;120
23;"Schlechte Nachrichten überbringen";"Klartext mit Empathie.";"**Dein Szenario:**\nDu musst eine Kündigung, Absage oder schlechte Nachricht verkünden. Der Empfänger wird emotional reagieren.\n\n**Deine Mission:**\nSag es im ersten Satz. Kein 'Sandwich'. Halte die Emotionen aus.\n\n**Dein Lernziel:**\nProfessionelle Härte in der Sache, Weichheit zum Menschen.";alert-triangle;intermediate;"leadership-academy; customer-care-resilience";"[""fuehrung"",""service""]";SIMULATION;"Du bist der Empfänger einer schlechten Nachricht (${news_type}).\nDu durchläufst die Phasen der Trauer/Wut.";"Generiere 4 Reaktionen:\n1. Schock/Unglaube: 'Das ist jetzt nicht Ihr Ernst?'\n2. Wut/Ärger: 'Das ist eine Unverschämtheit!'\n3. Verhandlung: 'Kann man da gar nichts mehr machen?'\n4. Akzeptanz/Frust: 'Na gut, wenn es sein muss.'";"War die Botschaft klar (kein Rumdrucksen)? Wurden Emotionen aufgefangen?";"[{""icon"":""zap"",""text"":""Komm sofort zum Punkt.""},{""icon"":""x"",""text"":""Verzichte auf das 'Sandwich' (Lob-Kritik-Lob).""},{""icon"":""shield"",""text"":""Halte Emotionen aus, ohne dich zu verteidigen.""}]";"[{""key"":""news_type"",""label"":""Art der Nachricht"",""type"":""select"",""required"":false,""placeholder"":"""",""options"":[{""value"":""layoff"",""label"":""Kündigung / Entlassung""},{""value"":""price_hike"",""label"":""Preiserhöhung""},{""value"":""project_cancel"",""label"":""Projekt-Stopp""}]}]";4;4;90;1;0;1;125
24;"Grenzen setzen (Nähe-Distanz)";"Professionelle Rolle wahren.";"**Dein Szenario:**\nEin Klient/Mitarbeiter sucht privaten Kontakt – Geschenke, Einladungen, Duzen. Die Grenze verschwimmt.\n\n**Deine Mission:**\nLehne freundlich ab. Kläre deine professionelle Rolle. Bleib konsequent.\n\n**Dein Lernziel:**\nBalance zwischen Nähe und professioneller Distanz.";shield;intermediate;"karriere-placement; corporate-essentials; coaching-toolkit; leadership-academy; social-care";"[""karriere"",""fuehrung"",""kommunikation"",""social""]";SIMULATION;"Du bist ein betreuter ${rolle_der_ki}.\nDu versuchst, die professionelle Beziehung privat zu machen.\nDu testest die Grenze mehrfach.";"Generiere mehrere Versuche, deinem Gegenüber näher zu kommen:\n1. Der Charme: 'Sie sind viel netter als die anderen. Wollen wir uns duzen?'\n2. Das Mitleid: 'Ich habe sonst niemanden zum Reden...'\n3. Der Vorwurf: 'Sie mögen mich wohl nicht?'";"Wurde die Grenze klar aber wertschätzend gezogen? Wurde die professionelle Rolle gewahrt?";"[{""icon"":""user"",""text"":""Bedanke dich für das Vertrauen.""},{""icon"":""target"",""text"":""Begründe mit deiner Rolle.""},{""icon"":""check"",""text"":""Sei konsequent.""}]";"[{""key"":""rolle_der_ki"",""label"":""Rolle der KI"",""type"":""select"",""required"":true,""placeholder"":"""",""options"":[{""value"":""Patient"",""label"":""Patient""},{""value"":""Mitarbeiter"",""label"":""Mitarbeiter""},{""value"":""Vorgesetzer"",""label"":""Vorgesetzer""}]},{""key"":""rolle_des_users"",""label"":""Rolle des Benutzers"",""type"":""select"",""required"":false,""placeholder"":"""",""options"":[{""value"":""Vorgesetzter"",""label"":""Vorgesetzter""},{""value"":""Therapeut/ Coach"",""label"":""Therapeut/ Coach""},{""value"":""Arzt"",""label"":""Arzt""},{""value"":""Mitarbeiter"",""label"":""Mitarbeiter""}]}]";3;6;90;1;1;1;130
25;"Deeskalation in Krisensituationen";"Kommunikation in emotionalen Ausnahmezuständen.";"**Dein Szenario:**\nDu betreust einen Klienten in einer akuten psychischen Krise (Angst oder Aggression). Die Situation ist angespannt.\n\n**Deine Mission:**\nStelle Sicherheit her. Argumentiere nicht logisch. Nutze 'Grounding'-Techniken und eine ruhige Stimme.\n\n**Dein Lernziel:**\nEmotionale Co-Regulation und Deeskalation.";life-buoy;advanced;social-care;"[""social""]";SIMULATION;"Du bist ein Klient in einer psychischen Krise.\nAktuelles Gefühl: ${emotion}.\nDu brauchst Stabilität.";"Generiere 3 Phasen der Beruhigung:\n1. Die Krise: (Emotionale, wirre Aussage passend zu ${emotion})\n2. Der Kontakt: 'Hören Sie mir überhaupt zu?' (Prüft Kontakt)\n3. Die Kooperation: 'Ich weiß nicht weiter... helfen Sie mir.'";"Wurde Sicherheit vermittelt? War der Tonfall ruhig und deeskalierend?";"[{""icon"":""heart"",""text"":""Validiere das Gefühl ('Ich sehe Ihre Angst'), nicht die Fakten.""},{""icon"":""x"",""text"":""Vermeide 'Beruhigen Sie sich doch' – das bewirkt das Gegenteil.""},{""icon"":""anchor"",""text"":""Nutze den Namen des Klienten für Grounding.""}]";"[{""key"":""emotion"",""label"":""Emotionale Lage"",""type"":""select"",""required"":false,""placeholder"":"""",""options"":[{""value"":""fear"",""label"":""Angst / Panik""},{""value"":""aggression"",""label"":""Aggression / Wut""}]}]";3;3;60;1;0;1;135
26;"Beschwerdemanagement (Angry Customer)";"Umgang mit Aggression am Telefon.";"**Dein Szenario:**\nEin Kunde schreit am Telefon. Er ist stinksauer wegen ${problem}. Die Emotionen kochen über.\n\n**Deine Mission:**\nNicht unterbrechen! Nutze LEAF: Listen, Empathize, Apologize, Fix.\n\n**Dein Lernziel:**\nDeeskalation und professioneller Umgang mit Aggression.";phone-off;advanced;customer-care-resilience;"[""service""]";SIMULATION;"Du bist ein STINKSAUERER Kunde.\nDein Problem: ${problem}.\nDu beruhigst dich nur schrittweise.";"Generiere 4 Eskalationsstufen (Rückwärts):\n1. Explosion: 'Eine Frechheit ist das! ${problem}!'\n2. Forderung: 'Ich will sofort mein Geld zurück!'\n3. Dampf ablassen: 'Ich bin seit 10 Jahren Kunde...' (wird ruhiger)\n4. Lösungssuche: 'Und wie lösen wir das jetzt?'";"Wurde die LEAF-Methode angewandt (Listen, Empathize, Apologize, Fix)? Blieb der User ruhig?";"[{""icon"":""mic-off"",""text"":""Lass den Kunden ausreden.""},{""icon"":""check"",""text"":""Nutze LEAF (Listen, Empathize, Apologize, Fix).""},{""icon"":""shield"",""text"":""Nimm es nicht persönlich.""}]";"[{""key"":""problem"",""label"":""Problem"",""type"":""text"",""required"":true,""placeholder"":""Lieferung kam kaputt an / Rechnung falsch""}]";4;4;60;1;0;1;140
27;"Stärken & Schwächen";"Die klassische Falle meistern.";"**Dein Szenario:**\nDer Recruiter stellt DIE Klassiker-Frage: 'Was sind Ihre Stärken und Schwächen?' Eine Falle für Floskeln.\n\n**Deine Mission:**\nNenne echte Stärken mit Belegen. Bei Schwächen: Zeige Selbstreflexion und Entwicklung, keine Pseudo-Schwächen.\n\n**Dein Lernziel:**\nAuthentizität statt auswendig gelernter Floskeln.";target;intermediate;karriere-placement;"[""karriere""]";INTERVIEW;"Du bist ein erfahrener Recruiter.\nDu stellst die klassische Stärken/Schwächen-Frage.\nDu erkennst Floskeln sofort und hakst nach.";"Generiere diesen Gesprächsverlauf:\n1. Frage: 'Was würden Sie als Ihre größten Stärken bezeichnen?'\n2. Nachfrage: 'Können Sie mir ein konkretes Beispiel dafür nennen?'\n3. Frage: 'Und wo sehen Sie noch Entwicklungspotenzial bei sich?'\n4. Nachfrage: 'Wie gehen Sie damit um?'";"Wurden konkrete Beispiele für Stärken genannt? War die Schwäche echt (keine Floskel wie 'zu perfektionistisch')?";"[{""icon"":""x"",""text"":""Vermeide 'Ich bin zu perfektionistisch' – das glaubt niemand.""},{""icon"":""check"",""text"":""Nenne echte Schwächen mit Lernkurve.""},{""icon"":""zap"",""text"":""Belege Stärken mit konkreten Situationen.""}]";"[]";4;4;90;1;0;1;145
28;"Warum wollen Sie wechseln?";"Die heikle Frage zum Jobwechsel.";"**Dein Szenario:**\nDer Recruiter fragt nach dem Grund für deinen Wechselwunsch. Eine Chance – oder ein Minenfeld.\n\n**Deine Mission:**\nSei ehrlich, aber diplomatisch. Rede niemals schlecht über den alten Arbeitgeber. Fokussiere auf Chancen, nicht Flucht.\n\n**Dein Lernziel:**\nPositives Framing von Wechselmotivation.";arrow-right;intermediate;karriere-placement;"[""karriere""]";INTERVIEW;"Du bist ein Recruiter.\nDu fragst nach der Wechselmotivation.\nDu bist misstrauisch bei vagen Antworten und hakst nach.";"Generiere diesen Gesprächsverlauf:\n1. Frage: 'Warum möchten Sie Ihren aktuellen Arbeitgeber verlassen?'\n2. Nachfrage: 'Was genau meinen Sie damit?'\n3. Fangfrage: 'Klingt so, als wären Sie unzufrieden. Stimmt das?'\n4. Abschluss: 'Was erhoffen Sie sich bei uns anders?'";"Wurde positiv geframed (Hin-zu statt Weg-von)? Wurde der alte AG respektiert?";"[{""icon"":""x"",""text"":""Niemals schlecht über den alten Arbeitgeber reden.""},{""icon"":""check"",""text"":""Frame es als 'Hin-zu' (neue Chancen), nicht 'Weg-von' (Flucht).""},{""icon"":""zap"",""text"":""Zeige, was dich an DIESEM Unternehmen reizt.""}]";"[]";4;4;90;1;0;1;150
29;"Rückfragen im Interview";"Intelligente Fragen stellen.";"**Dein Szenario:**\nDas Interview neigt sich dem Ende. Der Recruiter fragt: 'Haben Sie noch Fragen an uns?' Jetzt bloß nicht schweigen.\n\n**Deine Mission:**\nStelle 2-3 intelligente Rückfragen, die echtes Interesse zeigen. Keine Fragen zu Urlaub oder Gehalt (jetzt noch nicht!).\n\n**Dein Lernziel:**\nDas Interview aktiv gestalten und Interesse zeigen.";help-circle;beginner;karriere-placement;"[""karriere""]";INTERVIEW;"Du bist ein Recruiter am Ende des Interviews.\nDu gibst dem Kandidaten Raum für Rückfragen.\nDu bewertest die Qualität der Fragen.";"Generiere diesen Ablauf:\n1. Einladung: 'So, das war's von unserer Seite. Haben Sie noch Fragen an uns?'\n2. Beantwortung: (Beantworte die Frage des Users knapp)\n3. Nachfrage: 'Gibt es sonst noch etwas, das Sie wissen möchten?'\n4. Abschluss: 'Vielen Dank für das Gespräch.'";"Wurden intelligente, durchdachte Fragen gestellt? Wurde echtes Interesse gezeigt?";"[{""icon"":""check"",""text"":""Frage nach Teamkultur, Erwartungen, Entwicklungsmöglichkeiten.""},{""icon"":""x"",""text"":""Jetzt noch nicht nach Gehalt oder Urlaub fragen.""},{""icon"":""zap"",""text"":""Zeige, dass du dich vorbereitet hast.""}]";"[]";3;4;90;1;0;1;155
